shelter_name,shelter_address,date,total_attendance,capacity,program_type
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-05-10,173,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-05-11,110,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-05-12,176,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-05-13,171,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-05-14,108,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-05-15,121,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-05-16,169,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-05-17,174,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-05-18,141,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-05-19,120,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-05-20,191,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-05-21,125,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-05-22,105,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-05-23,131,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-05-24,130,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-05-25,105,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-05-26,134,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-05-27,148,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-05-28,206,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-05-29,193,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-05-30,150,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-05-31,154,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-06-01,176,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-06-02,185,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-06-03,187,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-06-04,160,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-06-05,173,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-06-06,119,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-06-07,110,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-06-08,165,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-06-09,146,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-06-10,128,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-06-11,149,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-06-12,197,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-06-13,119,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-06-14,129,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-06-15,170,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-06-16,181,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-06-17,123,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-06-18,129,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-06-19,138,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-06-20,199,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-06-21,192,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-06-22,111,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-06-23,146,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-06-24,183,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-06-25,150,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-06-26,153,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-06-27,104,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-06-28,169,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-06-29,110,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-06-30,203,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-07-01,105,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-07-02,190,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-07-03,189,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-07-04,133,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-07-05,115,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-07-06,159,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-07-07,119,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-07-08,141,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-07-09,195,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-07-10,196,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-07-11,119,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-07-12,146,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-07-13,118,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-07-14,130,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-07-15,138,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-07-16,157,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-07-17,129,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-07-18,109,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-07-19,199,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-07-20,148,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-07-21,202,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-07-22,141,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-07-23,185,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-07-24,204,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-07-25,137,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-07-26,151,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-07-27,175,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-07-28,104,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-07-29,153,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-07-30,130,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-07-31,169,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-08-01,190,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-08-02,145,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-08-03,144,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-08-04,170,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-08-05,196,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-08-06,127,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-08-07,149,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-08-08,198,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-08-09,121,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-08-10,170,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-08-11,169,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-08-12,162,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-08-13,182,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-08-14,107,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-08-15,141,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-08-16,128,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-08-17,196,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-08-18,175,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-08-19,167,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-08-20,133,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-08-21,127,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-08-22,118,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-08-23,186,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-08-24,136,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-08-25,180,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-08-26,145,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-08-27,137,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-08-28,203,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-08-29,115,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-08-30,182,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-08-31,178,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-09-01,150,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-09-02,204,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-09-03,115,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-09-04,119,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-09-05,164,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-09-06,133,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-09-07,146,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-09-08,147,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-09-09,114,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-09-10,140,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-09-11,128,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-09-12,180,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-09-13,203,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-09-14,143,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-09-15,121,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-09-16,119,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-09-17,154,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-09-18,176,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-09-19,137,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-09-20,168,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-09-21,193,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-09-22,111,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-09-23,168,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-09-24,174,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-09-25,119,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-09-26,137,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-09-27,114,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-09-28,134,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-09-29,133,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-09-30,152,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-10-01,170,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-10-02,188,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-10-03,201,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-10-04,200,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-10-05,195,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-10-06,153,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-10-07,168,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-10-08,160,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-10-09,185,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-10-10,181,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-10-11,133,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-10-12,147,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-10-13,106,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-10-14,181,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-10-15,193,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-10-16,147,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-10-17,195,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-10-18,168,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-10-19,169,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-10-20,155,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-10-21,196,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-10-22,142,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-10-23,188,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-10-24,156,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-10-25,173,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-10-26,133,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-10-27,125,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-10-28,132,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-10-29,113,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-10-30,132,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-10-31,156,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-11-01,201,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-11-02,150,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-11-03,206,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-11-04,175,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-11-05,178,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-11-06,169,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-11-07,140,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-11-08,133,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-11-09,128,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-11-10,205,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-11-11,108,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-11-12,136,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-11-13,203,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-11-14,184,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-11-15,136,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-11-16,181,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-11-17,141,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-11-18,132,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-11-19,104,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-11-20,124,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-11-21,130,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-11-22,160,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-11-23,182,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-11-24,119,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-11-25,156,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-11-26,105,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-11-27,107,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-11-28,170,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-11-29,185,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-11-30,187,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-12-01,131,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-12-02,171,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-12-03,181,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-12-04,157,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-12-05,157,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-12-06,107,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-12-07,159,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-12-08,118,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-12-09,152,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-12-10,191,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-12-11,182,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-12-12,189,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-12-13,137,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-12-14,137,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-12-15,147,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-12-16,133,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-12-17,160,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-12-18,198,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-12-19,104,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-12-20,199,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-12-21,181,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-12-22,120,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-12-23,143,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-12-24,137,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-12-25,181,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-12-26,141,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-12-27,194,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-12-28,129,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-12-29,150,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-12-30,169,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2023-12-31,193,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-01-01,178,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-01-02,179,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-01-03,185,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-01-04,146,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-01-05,129,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-01-06,113,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-01-07,195,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-01-08,171,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-01-09,183,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-01-10,151,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-01-11,195,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-01-12,129,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-01-13,190,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-01-14,131,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-01-15,165,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-01-16,117,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-01-17,160,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-01-18,155,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-01-19,124,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-01-20,106,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-01-21,169,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-01-22,175,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-01-23,149,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-01-24,182,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-01-25,148,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-01-26,141,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-01-27,165,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-01-28,201,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-01-29,110,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-01-30,142,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-01-31,188,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-02-01,193,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-02-02,132,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-02-03,149,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-02-04,136,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-02-05,104,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-02-06,104,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-02-07,142,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-02-08,111,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-02-09,117,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-02-10,195,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-02-11,199,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-02-12,169,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-02-13,197,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-02-14,133,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-02-15,143,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-02-16,148,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-02-17,104,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-02-18,202,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-02-19,135,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-02-20,177,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-02-21,141,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-02-22,145,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-02-23,190,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-02-24,107,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-02-25,204,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-02-26,116,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-02-27,191,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-02-28,198,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-02-29,175,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-03-01,188,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-03-02,174,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-03-03,177,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-03-04,119,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-03-05,157,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-03-06,188,206,Homeless
The Salvation Army Gateway,"107 Jarvis St, Toronto, ON",2024-03-07,163,206,Homeless
